directory_name,category_match,status_match,similarity_score,total_input_tokens,total_output_tokens,total_elapsed_time,error_status,error_message,formatting_check_result_1,formatting_check_evidence_snippet_1,formatting_check_result_2,formatting_check_evidence_snippet_2,formatting_check_result_3,formatting_check_evidence_snippet_3,formatting_check_result_best,formatting_check_evidence_snippet_best,anonymity_check_result_1,anonymity_check_evidence_snippet_1,anonymity_check_result_2,anonymity_check_evidence_snippet_2,anonymity_check_result_3,anonymity_check_evidence_snippet_3,anonymity_check_result_best,anonymity_check_evidence_snippet_best,policy_check_result_1,policy_check_evidence_snippet_1,policy_check_result_2,policy_check_evidence_snippet_2,policy_check_result_3,policy_check_evidence_snippet_3,policy_check_result_best,policy_check_evidence_snippet_best,scope_check_result_1,scope_check_evidence_snippet_1,scope_check_result_2,scope_check_evidence_snippet_2,scope_check_result_3,scope_check_evidence_snippet_3,scope_check_result_best,scope_check_evidence_snippet_best,token_error_occurred
data/iclr/data/submission_8sKXFvSCqA,1.0,1.0,0.7857139149588646,84933,2592,92.31436371803284,,,False,,,,,,False,,False,"The paper introduces ""Neural Fourier Modelling (NFM), a compact yet powerful solution for time-series analysis."" It applies deep learning techniques (Learnable Frequency Tokens, Implicit Neural Fourier Filters) to time-series data in the Fourier domain for tasks such as forecasting, anomaly detection, and classification. The language, while technical, is clear and understandable, allowing a domain expert to follow the main contributions and methodology.",False,"The paper introduces ""Neural Fourier Modelling (NFM), a compact yet powerful solution for time-series analysis"" that operates directly in the Fourier domain for tasks like forecasting, anomaly detection, and classification. It details modules like ""Learnable Frequency Tokens (LFT)"" and ""Implicit Neural Fourier Filters (INFF)"". The language, while technically dense, is comprehensible to a domain expert.",False,,False,,True,Our code is publicly available at: https://github.com/minkiml/NFM.,,,,,True,Our code is publicly available at: https://github.com/minkiml/NFM.,False,"The main content of the paper (Abstract through Conclusion) spans 10 pages, which is within the allowed limit of 6-10 pages. No explicit Ethics or Reproducibility Statements were found. Line numbers are present on all pages in the left margin. Visual inspection of margins, font sizes, and spacing for abstract, headings, main body, figures, and tables indicates adherence to the ICLR 2025 style guide specifications. No evidence of space-cheating or extensive use of small fonts in the main body was observed.",False,"The submission (main_paper.pdf) adheres to all specified formatting and layout guidelines. Line numbers are present on all pages. The main text (Abstract through Conclusion) is 10 pages long, which is within the 6-10 page limit. No explicit Ethics or Reproducibility Statements were found. Margins, font sizes, and spacing appear consistent with the ICLR 2025 style guide, with no evidence of 'space-cheating' or extensive use of smaller fonts in the main body.",False,"The main content of the paper (Abstract through Conclusion) spans from page 1 to page 10, which is exactly 10 pages, adhering to the page limit. Line numbers are present on all pages. The formatting, including margins, font sizes, and paragraph spacing, appears consistent with the ICLR 2025 style guide, with no evidence of 'space-cheating' or extensive use of small fonts in the main body. No separate Ethics or Reproducibility Statements exceeding one page were found.",False,"The main content of the paper (Abstract through Conclusion) spans from page 1 to page 10, which is exactly 10 pages, adhering to the page limit. Line numbers are present on all pages. The formatting, including margins, font sizes, and paragraph spacing, appears consistent with the ICLR 2025 style guide, with no evidence of 'space-cheating' or extensive use of small fonts in the main body. No separate Ethics or Reproducibility Statements exceeding one page were found.",False
data/iclr/data/submission_vrJtg5L3Qd,1.0,1.0,1.0,128788,1866,29.924006700515747,,,False,,,,,,False,,False,"Understanding the training dynamics of deep neural networks is challenging due to their high-dimensional nature and intricate loss landscapes. Recent studies have revealed that, along the training trajectory, the gradient approximately aligns with a low-rank top eigenspace of the training loss Hessian, referred to as the dominant subspace. Given this alignment, this paper explores whether neural networks can be trained within the dominant subspace, which, if feasible, could lead to more efficient training methods. Our primary observation is that when the SGD update is projected onto the dominant subspace, the training loss does not decrease further. This suggests that the observed alignment between the gradient and the dominant subspace is spurious. Surprisingly, projecting out the dominant subspace proves to be just as effective as the original update, despite removing the majority of the original update component. We observe similar behavior across practical setups, including the large learning rate regime (also known as Edge of Stability), Sharpness-Aware Minimization, momentum, and adaptive optimizers. We discuss the main causes and implications of this spurious alignment, shedding light on the dynamics of neural network training.",,,,,False,"Understanding the training dynamics of deep neural networks is challenging due to their high-dimensional nature and intricate loss landscapes. Recent studies have revealed that, along the training trajectory, the gradient approximately aligns with a low-rank top eigenspace of the training loss Hessian, referred to as the dominant subspace. Given this alignment, this paper explores whether neural networks can be trained within the dominant subspace, which, if feasible, could lead to more efficient training methods. Our primary observation is that when the SGD update is projected onto the dominant subspace, the training loss does not decrease further. This suggests that the observed alignment between the gradient and the dominant subspace is spurious. Surprisingly, projecting out the dominant subspace proves to be just as effective as the original update, despite removing the majority of the original update component. We observe similar behavior across practical setups, including the large learning rate regime (also known as Edge of Stability), Sharpness-Aware Minimization, momentum, and adaptive optimizers. We discuss the main causes and implications of this spurious alignment, shedding light on the dynamics of neural network training.",False,,,,,,False,,False,"The main content of the paper (Abstract through Conclusion/Discussion) spans from page 1 to page 10, which is exactly 10 pages and adheres to the specified page limit. The Reproducibility Statement on page 11 is less than one page. All pages include line numbers in the left margin. Visual inspection of margins, font sizes, and paragraph spacing throughout the document, including the abstract, main body, figures, and tables, indicates adherence to the ICLR 2025 style guide. No evidence of 'space-cheating' or extensive use of smaller fonts in the main text was found.",,,,,False,"The main content of the paper (Abstract through Conclusion/Discussion) spans from page 1 to page 10, which is exactly 10 pages and adheres to the specified page limit. The Reproducibility Statement on page 11 is less than one page. All pages include line numbers in the left margin. Visual inspection of margins, font sizes, and paragraph spacing throughout the document, including the abstract, main body, figures, and tables, indicates adherence to the ICLR 2025 style guide. No evidence of 'space-cheating' or extensive use of smaller fonts in the main text was found.",False
data/iclr/data/submission_O9W9DesXid,0.0,0.0,0.0,61768,2333,42.24931859970093,,,False,,,,,,False,,False,"The submission introduces MU-Bench, a comprehensive machine unlearning benchmark covering multiple tasks, data modalities, base models, and standardized evaluation metrics, all compiled into an easy-to-use package with a leader board to enable robust and scalable MU research. It covers applications of deep learning in vision, audio, speech, and natural language processing.",False,,,,False,,False,,False,,,,False,,False,"The main paper (main_paper.pdf) adheres to all specified formatting and layout rules. The main text is 9 pages long (Abstract through Conclusion/Discussion), which is within the 6-10 page limit. Line numbers are present on all pages. Margins, font size, and paragraph spacing appear consistent with the ICLR 2025 style guide specifications (e.g., 1.5 inch left margin, 1 inch top margin, 5.5 inch text width, 10pt font with 11pt vertical spacing for main text, 1/2 line space between paragraphs). There is no evidence of extensive use of smaller fonts or narrowed margins in the main body text. Optional statements like Ethics or Reproducibility are not present, thus no violation of their page limits.",False,"The main content (Abstract through Conclusion/Discussion) spans 9 pages, which is within the allowed 6-10 page limit. Line numbers are present on all pages in the left margin. Visual inspection of margins, font size, vertical spacing, and paragraph separation indicates adherence to the ICLR 2025 style guide specifications. No explicit Ethics Statement or Reproducibility Statement sections were found to check against a 1-page limit.",,,False,"The main content (Abstract through Conclusion/Discussion) spans 9 pages, which is within the allowed 6-10 page limit. Line numbers are present on all pages in the left margin. Visual inspection of margins, font size, vertical spacing, and paragraph separation indicates adherence to the ICLR 2025 style guide specifications. No explicit Ethics Statement or Reproducibility Statement sections were found to check against a 1-page limit.",False
data/iclr/data/submission_lX8DahcJbL,0.0,1.0,0.0,5088582,2708,479.3580627441406,,,False,,,,,,False,,False,"The submission proposes “pMixFed”, a dynamic, layer-wise PFL approach integrating mixup between shared global and personalized local models. We develop adaptive partitioning between shared and personalized layers of the model, gradual transition of personalization to allow seamless adaptation of local clients, improved generalization across clients, and mitigation of catastrophic forgetting. We provide theoretical analysis of pMixFed. Further, we conduct extensive experiments to demonstrate its superior performance compared with the existing PFL methods.",False,"Abstract: ""Federated Learning enables decentralized collaborative learning of machine learning models which presents challenges such as data privacy and client drift for heterogeneous data. Traditional FL methods offer strong generalization but lack personalized solutions for non-IID data. Personalized federated learning (PFL) addresses data heterogeneity by tackling these issues through balancing generalization and personalization level. It, however, still faces challenges such as optimal model partitioning and catastrophic forgetting that reduce quality and accuracy of both local and global models. To address these challenges, we propose ""pMixFed"", a dynamic, layer-wise PFL approach integrating mixup between shared global and personalized local models. We develop adaptive partitioning between shared and personalized layers of the model, gradual transition of personalization to allow seamless adaptation of local clients, improved generalization across clients, and mitigation of catastrophic forgetting. We provide theoretical analysis of pMixFed. Further, we conduct extensive experiments to demonstrate its superior performance compared with the existing PFL methods. Empirical results hows faster training, increased robustness, and improved handling of heterogeneity when using pMixFed as compared with the state-of-the-art PFL models.""",,,False,"Abstract: ""Federated Learning enables decentralized collaborative learning of machine learning models which presents challenges such as data privacy and client drift for heterogeneous data. Traditional FL methods offer strong generalization but lack personalized solutions for non-IID data. Personalized federated learning (PFL) addresses data heterogeneity by tackling these issues through balancing generalization and personalization level. It, however, still faces challenges such as optimal model partitioning and catastrophic forgetting that reduce quality and accuracy of both local and global models. To address these challenges, we propose ""pMixFed"", a dynamic, layer-wise PFL approach integrating mixup between shared global and personalized local models. We develop adaptive partitioning between shared and personalized layers of the model, gradual transition of personalization to allow seamless adaptation of local clients, improved generalization across clients, and mitigation of catastrophic forgetting. We provide theoretical analysis of pMixFed. Further, we conduct extensive experiments to demonstrate its superior performance compared with the existing PFL methods. Empirical results hows faster training, increased robustness, and improved handling of heterogeneity when using pMixFed as compared with the state-of-the-art PFL models.""",True,"file:///home/ktietz/src/ci/backcall_1611930011877/work, https://github.com/YasMinSdt/FedAlt/blob/master/data/partition/sort_and_partition.py#L2????, https://github.com/jhoon-oh/FedBABU/blob/master/models/Nets.py",,,,,True,"file:///home/ktietz/src/ci/backcall_1611930011877/work, https://github.com/YasMinSdt/FedAlt/blob/master/data/partition/sort_and_partition.py#L2????, https://github.com/jhoon-oh/FedBABU/blob/master/models/Nets.py",False,"The document adheres to the ICLR 2025 style guide. The main text (Abstract through Conclusion/Discussion) is 10 pages, which is within the 6-10 page limit. Line numbers are present. Margins, font sizes, and spacing appear to conform to the guidelines, with no evidence of 'space-cheating' or extensive use of small fonts in the main body. The Reproducibility Statement is less than one page.",False,"The main content of the paper (Abstract through Conclusion) spans 10 pages, which adheres to the strict upper limit of 10 pages for the main text as specified in the ICLR 2025 style guide (iclr2025_conference.pdf, page 2, lines 060-061). Line numbers are present in the left margin. The Reproducibility Statement is well under one page. No extensive use of smaller fonts or narrowed margins was observed in the main body text.",False,"The main text of the submission (Abstract through Conclusion) spans 10 pages, which is within the allowed limit of 6-10 pages. The Reproducibility Statement is less than one page. Line numbers are present on all pages. Visual inspection of the document, cross-referenced with the ICLR 2025 style guide, indicates adherence to specified font sizes, line spacing, paragraph indentation, and margin requirements. There is no evidence of 'space-cheating' or other formatting manipulations.",False,"The document adheres to the ICLR 2025 style guide. The main text (Abstract through Conclusion/Discussion) is 10 pages, which is within the 6-10 page limit. Line numbers are present. Margins, font sizes, and spacing appear to conform to the guidelines, with no evidence of 'space-cheating' or extensive use of small fonts in the main body. The Reproducibility Statement is less than one page.",False
data/iclr/data/submission_EGjTCIcSnW,0.0,0.0,0.0,51103,2185,51.50087881088257,,,False,,,,,,False,,False,"Although vision-language models (VLMs) have achieved significant success in various applications such as visual question answering, their resilience to prompt distractions remains as an under-explored area. Understanding how distractions affect VLMs is crucial for improving their real-world applicability, as inputs could be filled with noisy and irrelevant information in many practical scenarios. This paper aims to assess the robustness of VLMs against both visual and textual distractions in the context of science question answering. Built on the ScienceQA dataset, we developed a new benchmark that introduces distractions in both the visual and textual contexts.",,,,,False,"Although vision-language models (VLMs) have achieved significant success in various applications such as visual question answering, their resilience to prompt distractions remains as an under-explored area. Understanding how distractions affect VLMs is crucial for improving their real-world applicability, as inputs could be filled with noisy and irrelevant information in many practical scenarios. This paper aims to assess the robustness of VLMs against both visual and textual distractions in the context of science question answering. Built on the ScienceQA dataset, we developed a new benchmark that introduces distractions in both the visual and textual contexts.",False,,,,,,False,,False,"The document adheres to all specified formatting and layout guidelines. Line numbers are present, page limits for the main content (10 pages) are met, and there are no explicit Ethics or Reproducibility Statements exceeding one page. Margins, font sizes, and spacing appear consistent with the ICLR 2025 style guide, with no evidence of 'space-cheating' or extensive use of smaller fonts in the main body.",False,"The main content of the paper (Abstract through Limitations and Conclusion) spans from page 1 to page 10, totaling 10 pages, which is within the allowed limit of 6-10 pages. Line numbers are present on all pages. Visual inspection of the PDF indicates that margins, font sizes, and spacing adhere to the specifications outlined in the ICLR 2025 style guide (iclr2025_conference.pdf). Small fonts are appropriately used for tables and references, which is permissible. No separate Ethics or Reproducibility Statements exceeding one page were identified.",,,False,"The main content of the paper (Abstract through Limitations and Conclusion) spans from page 1 to page 10, totaling 10 pages, which is within the allowed limit of 6-10 pages. Line numbers are present on all pages. Visual inspection of the PDF indicates that margins, font sizes, and spacing adhere to the specifications outlined in the ICLR 2025 style guide (iclr2025_conference.pdf). Small fonts are appropriately used for tables and references, which is permissible. No separate Ethics or Reproducibility Statements exceeding one page were identified.",False
data/iclr/data/submission_Uc2P6WIgoo,1.0,1.0,1.0,35223,1788,32.44314384460449,,,True,All the source code and data would be posted after peer review.,,,,,True,All the source code and data would be posted after peer review.,False,"The paper proposes a cell-embedded GNN model (CeGNN) to learn spatiotemporal dynamics, introducing a learnable cell attribution and a novel feature-enhanced block. It applies deep learning techniques to solve Partial Differential Equations (PDEs) in various scientific and engineering fields, such as weather prediction, ocean current motion, and material mechanical properties simulation. The methodology involves representation learning on graph structures, which aligns with ICLR's scope.",,,,,False,"The paper proposes a cell-embedded GNN model (CeGNN) to learn spatiotemporal dynamics, introducing a learnable cell attribution and a novel feature-enhanced block. It applies deep learning techniques to solve Partial Differential Equations (PDEs) in various scientific and engineering fields, such as weather prediction, ocean current motion, and material mechanical properties simulation. The methodology involves representation learning on graph structures, which aligns with ICLR's scope.",False,,,,,,False,,False,"The main content (Abstract through Conclusion) spans from page 1 to page 10, which is exactly 10 pages. Line numbers are present on every page in the left margin. Margins, font sizes, and spacing appear to adhere to the ICLR 2025 style guide. No explicit Ethics Statement or Reproducibility Statement sections were found, and no evidence of 'vspace' abuse or extensive use of small fonts in the main body was observed.",,,,,False,"The main content (Abstract through Conclusion) spans from page 1 to page 10, which is exactly 10 pages. Line numbers are present on every page in the left margin. Margins, font sizes, and spacing appear to adhere to the ICLR 2025 style guide. No explicit Ethics Statement or Reproducibility Statement sections were found, and no evidence of 'vspace' abuse or extensive use of small fonts in the main body was observed.",False
data/iclr/data/submission_TIxiwxd4iD,0.0,1.0,0.0,15506,1548,16.692325592041016,,,False,,,,,,False,,False,"This paper presents a comprehensive exploration into the classification of Bengali music genres, utilizing a novel dataset, 'BanglaGITI: Bangla Genre-wise Indexed Tracks and Interpretations', specifically curated to capture the rich diversity of Bengali musical heritage. Our study is structured around a comparative analysis of traditional Machine Learning (ML) techniques, advanced Deep Learning (DL) methodologies, and innovative ensemble approaches that integrate the strengths of both ML and DL through Transfer Learning.",,,,,False,"This paper presents a comprehensive exploration into the classification of Bengali music genres, utilizing a novel dataset, 'BanglaGITI: Bangla Genre-wise Indexed Tracks and Interpretations', specifically curated to capture the rich diversity of Bengali musical heritage. Our study is structured around a comparative analysis of traditional Machine Learning (ML) techniques, advanced Deep Learning (DL) methodologies, and innovative ensemble approaches that integrate the strengths of both ML and DL through Transfer Learning.",False,,,,,,False,,True,"The provided main_paper.pdf contains only 1 page of content. The ICLR 2025 style guide states: ""There will be a strict upper limit of 10 pages for the main text of the initial submission, with unlimited additional pages for citations."" While it specifies an upper limit, the common understanding and implicit requirement for a research paper is to have a minimum number of pages to present substantial work, typically 6 pages for ICLR main text. A single page is far below any reasonable minimum for a full paper submission.",,,,,True,"The provided main_paper.pdf contains only 1 page of content. The ICLR 2025 style guide states: ""There will be a strict upper limit of 10 pages for the main text of the initial submission, with unlimited additional pages for citations."" While it specifies an upper limit, the common understanding and implicit requirement for a research paper is to have a minimum number of pages to present substantial work, typically 6 pages for ICLR main text. A single page is far below any reasonable minimum for a full paper submission.",False
data/iclr/data/submission_9pDbWbJzC4,1.0,1.0,1.0,32679,2021,34.51603364944458,,,False,,,,,,False,,False,"The paper introduces SAGEPhos, a novel framework for phosphorylation site prediction, utilizing deep learning models, representation learning, and multimodal fusion techniques. This falls under 'applications of deep learning in ... any other field' (specifically computational biology/bioinformatics) and 'representation learning' as per ICLR 2025 scope. The language used throughout the abstract, introduction, and methodology sections is clear, coherent, and technically precise, allowing a domain expert to follow the logical and mathematical flow without significant impediments.",False,"Phosphorylation site prediction based on kinase-substrate interaction plays a vital role in understanding cellular signaling pathways and disease mechanisms. Computational methods for this task can be categorized into kinase-family-focused and individual kinase-targeted approaches. Individual kinase-targeted methods have gained prominence for their ability to explore a broader protein space and provide more precise target information for kinase inhibitors. However, most existing individual kinase-based approaches focus solely on sequence inputs, neglecting crucial structural information. To address this limitation, we introduce SAGEPhos (Structure-aware kinAse-substrate bio-coupled and bio-auGmented nEtwork for Phosphorylation site prediction), a novel framework that modifies the semantic space of main protein inputs using auxiliary inputs at two distinct modality levels.",,,False,"Phosphorylation site prediction based on kinase-substrate interaction plays a vital role in understanding cellular signaling pathways and disease mechanisms. Computational methods for this task can be categorized into kinase-family-focused and individual kinase-targeted approaches. Individual kinase-targeted methods have gained prominence for their ability to explore a broader protein space and provide more precise target information for kinase inhibitors. However, most existing individual kinase-based approaches focus solely on sequence inputs, neglecting crucial structural information. To address this limitation, we introduce SAGEPhos (Structure-aware kinAse-substrate bio-coupled and bio-auGmented nEtwork for Phosphorylation site prediction), a novel framework that modifies the semantic space of main protein inputs using auxiliary inputs at two distinct modality levels.",False,,,,,,False,,False,"The main content (Abstract through Conclusion) spans from page 1 to page 10, which is exactly 10 pages, adhering to the specified limit. Line numbers are present on all pages in the left margin. No explicit Ethics or Reproducibility Statements were found. The document's formatting, including margins, font sizes, and line spacing, appears consistent with the ICLR 2025 style guide as demonstrated by the provided iclr2025_conference.pdf itself.",,,,,False,"The main content (Abstract through Conclusion) spans from page 1 to page 10, which is exactly 10 pages, adhering to the specified limit. Line numbers are present on all pages in the left margin. No explicit Ethics or Reproducibility Statements were found. The document's formatting, including margins, font sizes, and line spacing, appears consistent with the ICLR 2025 style guide as demonstrated by the provided iclr2025_conference.pdf itself.",False
data/iclr/data/submission_ChbCYd1uk5,0.0,0.0,0.0,736427,2307,145.2055549621582,,,False,,,,,,False,,False,"The submission's abstract, introduction, and methodology clearly describe research on low-dimensional graph embeddings, representation learning for graph-based machine learning tasks (node classification, link prediction, community detection), and efficient optimization techniques for finding intrinsic dimensionality. These topics align directly with ICLR's scope, including 'unsupervised, semi-supervised, and supervised representation learning', 'metric learning', 'optimization for representation learning', and 'applications of deep learning in ... any other field'. The language used is clear, coherent, and technically sound, allowing a domain expert to follow the logical and mathematical flow without critical impediments.",False,"The submission's abstract, introduction, and methodology sections are well-structured and use clear, standard scientific language. The technical concepts are presented coherently, and the mathematical notation is consistent and understandable within the domain of graph representation learning. There are no instances of critically garbled text, broken sentence structures, or fundamental internal contradictions that would impede a domain expert's understanding of the work.",False,"The submission focuses on low-dimensional embeddings, graph representation learning, metric learning, hierarchical models, and efficient optimization techniques for large-scale networks. The language is clear, and the technical content is comprehensible.",False,"The submission focuses on low-dimensional embeddings, graph representation learning, metric learning, hierarchical models, and efficient optimization techniques for large-scale networks. The language is clear, and the technical content is comprehensible.",False,,,,,,False,,False,"The main content of the paper (Abstract through Conclusion) spans exactly 10 pages (Page 1 to Page 10 of the main_paper.pdf), which is within the allowed limit of 6-10 pages. Line numbers are present on all pages. Ethics and Reproducibility statements are well within the 1-page limit each. Margins, font sizes, and spacing appear to adhere to the ICLR 2025 style guide based on visual inspection.",True,"The main content of the paper, from the Abstract (Page 1) through the Limitations and Broader Impact section (Section 4.1 on Page 11), spans 11 pages. The ICLR 2025 style guide specifies that the main text (Abstract through Conclusion/Discussion) must be between 6 and 10 pages. This submission exceeds the 10-page limit by 1 full page.",,,True,"The main content of the paper, from the Abstract (Page 1) through the Limitations and Broader Impact section (Section 4.1 on Page 11), spans 11 pages. The ICLR 2025 style guide specifies that the main text (Abstract through Conclusion/Discussion) must be between 6 and 10 pages. This submission exceeds the 10-page limit by 1 full page.",False
data/iclr/data/submission_Rd34VDwqB7,0.0,0.0,0.0,34337,2108,57.85529255867005,,,False,,,,,,False,,False,"This paper presents a multi-modal generative framework designed for frequent temporal stream imagery datasets, aimed at generating the subsequent stream images. This task is challenging due to the variability of stream images caused by changes in time and local environmental conditions. Our method captures scene changes in both stream and surrounding environment by incorporating temporal context of weather, water flow, and time information. We also introduce a domain-discriminative learning approach to enforce the learning of domain-specific information in generating images.",,,,,False,"This paper presents a multi-modal generative framework designed for frequent temporal stream imagery datasets, aimed at generating the subsequent stream images. This task is challenging due to the variability of stream images caused by changes in time and local environmental conditions. Our method captures scene changes in both stream and surrounding environment by incorporating temporal context of weather, water flow, and time information. We also introduce a domain-discriminative learning approach to enforce the learning of domain-specific information in generating images.",False,,,,,,False,,False,"The main content of the paper (Abstract through Limitations and Future Works) spans 10 pages (pages 1-10), which adheres to the strict upper limit of 10 pages specified in the ICLR 2025 style guide. References start on page 11 and do not count towards the page limit. Line numbers are present on all pages. The formatting, including margins, font size, and spacing, appears consistent with the provided style guide document, with no obvious signs of 'space-cheating' or extensive use of smaller fonts in the main body. No Ethics or Reproducibility Statements were found to check against a page limit.",False,"The main content (Abstract through Conclusion) spans from page 1 to page 8, totaling 8 pages. Line numbers are present on all pages. No explicit Ethics or Reproducibility Statements were found. The document's margins, spacing, and font usage appear consistent with the style guide, and no 'space-cheating' or extensive use of small fonts in the main body was detected. Although the style guide text states the paper title should be 'left-aligned', the provided style guide PDF itself (iclr2025_conference.pdf) and the LaTeX template (iclr2025_conference.tex) use a centered title, which the submitted paper also follows.",,,False,"The main content (Abstract through Conclusion) spans from page 1 to page 8, totaling 8 pages. Line numbers are present on all pages. No explicit Ethics or Reproducibility Statements were found. The document's margins, spacing, and font usage appear consistent with the style guide, and no 'space-cheating' or extensive use of small fonts in the main body was detected. Although the style guide text states the paper title should be 'left-aligned', the provided style guide PDF itself (iclr2025_conference.pdf) and the LaTeX template (iclr2025_conference.tex) use a centered title, which the submitted paper also follows.",False
data/iclr/data/submission_DXz1PDA0Wg,0.0,1.0,0.0,17525,2130,32.37832188606262,,,False,,,,,,False,,False,"The paper focuses on ""Synthetic Data Generation through Conditional GANs for Improving Accuracy in Medicinal Leaf Classification."" It employs Conditional Generative Adversarial Networks (CGANs) for data augmentation and deep convolutional neural networks (ResNet-34, VGG-16, EfficientNet-B1) for classification. The abstract clearly outlines the problem, methodology, and results.",False,"This study explores the application of Conditional Generative Adversarial Networks (CGANs) to generate synthetic data aimed at improving medicinal leaf classification models. CGANs offer effective solution for augmenting datasets and addressing class imbalance issues. We employed a conditional Deep Convolution Generative Adversarial Network (cDCGAN) to produce 500 synthetic images for each of thirty different plant species. To evaluate the effectiveness of the generated data, we trained and evaluated three popular convolutional neural networks: ResNet-34, VGG-16, and EfficientNet-B1, on both the original and augmented datasets.",,,False,"This study explores the application of Conditional Generative Adversarial Networks (CGANs) to generate synthetic data aimed at improving medicinal leaf classification models. CGANs offer effective solution for augmenting datasets and addressing class imbalance issues. We employed a conditional Deep Convolution Generative Adversarial Network (cDCGAN) to produce 500 synthetic images for each of thirty different plant species. To evaluate the effectiveness of the generated data, we trained and evaluated three popular convolutional neural networks: ResNet-34, VGG-16, and EfficientNet-B1, on both the original and augmented datasets.",True,"Herb-GANNet: Synthetic Data Generation through Conditional GANs for Improving Accuracy in Medicinal Leaf Classification Smitha Reddy Sª, Vaishnavi Kb, Sapna RC* @Department of Computer Science, School of Computer Science and Engineering and Information Science, Presidency University, Bengaluru, India bAssociate 1 software engineer, Capegemini, Bengaluru, India C* *Department of Information Technology, Manipal Institute of Technology Bengaluru, Manipal Academy of Higher Education, Manipal, India Corresponding author: Sapna R Email: sapna.r@manipal.edu",,,,,True,"Herb-GANNet: Synthetic Data Generation through Conditional GANs for Improving Accuracy in Medicinal Leaf Classification Smitha Reddy Sª, Vaishnavi Kb, Sapna RC* @Department of Computer Science, School of Computer Science and Engineering and Information Science, Presidency University, Bengaluru, India bAssociate 1 software engineer, Capegemini, Bengaluru, India C* *Department of Information Technology, Manipal Institute of Technology Bengaluru, Manipal Academy of Higher Education, Manipal, India Corresponding author: Sapna R Email: sapna.r@manipal.edu",True,"The submitted PDF is only 1 page long, containing only the title, authors, abstract, and keywords. It lacks any main content sections (e.g., Introduction, Methods, Results, Discussion, Conclusion).",,,,,True,"The submitted PDF is only 1 page long, containing only the title, authors, abstract, and keywords. It lacks any main content sections (e.g., Introduction, Methods, Results, Discussion, Conclusion).",False
data/iclr/data/submission_1KRM3igwn1,1.0,1.0,1.0,60529,2122,82.08802771568298,,,False,,,,,,False,,False,"The main content (Abstract through Section 9 'LIMITATIONS AND FUTURE SCOPE') spans from page 1 to page 10, which is within the allowed 6-10 page limit. The optional Ethics Statement (Section A 'ETHICAL CONSIDERATIONS' on page 17) is less than one page. There is no separate Reproducibility Statement exceeding one page. Line numbers are present in the left margin on all pages. Visual inspection and review of the LaTeX source indicate adherence to font sizes, margins, and spacing guidelines without any signs of 'space-cheating' or extensive use of small fonts in the main body.",,,,,False,"The main content (Abstract through Section 9 'LIMITATIONS AND FUTURE SCOPE') spans from page 1 to page 10, which is within the allowed 6-10 page limit. The optional Ethics Statement (Section A 'ETHICAL CONSIDERATIONS' on page 17) is less than one page. There is no separate Reproducibility Statement exceeding one page. Line numbers are present in the left margin on all pages. Visual inspection and review of the LaTeX source indicate adherence to font sizes, margins, and spacing guidelines without any signs of 'space-cheating' or extensive use of small fonts in the main body.",False,,,,,,False,,False,,False,"The paper introduces ProFS (Projection Filter for Subspaces), a tuning-free alignment alternative for large language models (LLMs) focusing on toxicity reduction. This involves identifying and projecting out a 'toxic subspace' in the model's parameter space. The methodology leverages representation learning, singular value decomposition (SVD), and connects to direct preference optimization (DPO).",False,"The paper introduces ProFS, a tuning-free alignment alternative for large language models (LLMs) to reduce toxicity. This involves identifying and projecting out a 'toxic subspace' in the model's parameter space. The methodology is grounded in factor analysis and uses singular value decomposition (SVD) to modify MLP-value weights. This falls under 'representation learning' and 'applications of deep learning in natural language processing'. The abstract, introduction, and methodology sections clearly explain the problem, proposed solution, and technical details using standard scientific language and notation.",False,"The paper introduces ProFS (Projection Filter for Subspaces), a tuning-free alignment alternative for large language models (LLMs) focusing on toxicity reduction. This involves identifying and projecting out a 'toxic subspace' in the model's parameter space. The methodology leverages representation learning, singular value decomposition (SVD), and connects to direct preference optimization (DPO).",False
